crop,p,c1,c2,land_area_ha,yield_kg_per_ha,production_kg,nuse_kg,nfert_kg_per_ha
cassava,-20,30,40,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-40,30,-50,124667.65,4872.91,607494527.91,43718182.81,350.68
sesame,50,50,10,146968.54,1061.54,156012554.14,13591867.28,92.48
groundnuts,50,40,40,84507.34,1712.26,144698504.03,7172490.96,84.87
maize,-40,10,20,115566.46,945.38,109254546.64,7509549.49,64.98
cassava,50,50,20,19975.41,5876.37,117382957.43,2415647.78,120.93
groundnuts,-50,-30,0,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-20,20,0,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,10,20,-20,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,10,-20,20,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,50,-40,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,20,0,40,86776.54,1464.35,127071110.84,2433377.27,28.04
sorghum,-50,-50,-10,1278704.97,637.46,815126812.46,49126984.77,38.42
maize,50,-10,50,148745.17,784.76,116729023.68,8510320.39,57.21
cassava,0,-40,-20,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,-10,-10,40,584673.97,202.23,118237702.23,1720302.42,2.94
sesame,-40,-10,0,843231.92,223.1,188121140.09,13839989.38,16.41
maize,0,-20,20,153018.91,774.02,118440315.96,9057688.38,59.19
sesame,-20,-30,0,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,50,0,-40,489803.25,417.8,204639431.61,20047127.02,40.93
sorghum,30,10,40,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,20,-20,50,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,20,-50,10,1199871.53,128.2,153828423.97,4411610.74,3.68
groundnuts,-40,30,-30,183685.91,866.16,159101768.44,8625773.48,46.96
maize,40,-20,-20,285237.49,523.68,149372481.25,19922155.42,69.84
sesame,40,-20,40,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,-10,0,-50,112707.85,1058.28,119276849.66,18247917.7,161.9
maize,-20,-20,-20,152207.95,815.1,124064099.41,12956271.08,85.12
groundnuts,50,10,-30,259634.23,716.92,186137235.82,15609424.45,60.12
sesame,0,30,0,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,40,-10,20,745281.25,255.0,190045720.45,14115846.57,18.94
groundnuts,50,-30,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,-50,-30,30,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,20,-10,-30,848391.87,933.64,792090790.81,50278557.05,59.26
cassava,-20,50,-50,12178.51,8904.98,108449366.97,2042015.88,167.67
cassava,-40,0,-20,49595.63,2296.48,113895486.26,1679242.71,33.86
maize,20,40,10,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,50,40,50,81764.96,1743.69,142572387.74,6764203.35,82.73
maize,30,40,-40,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,10,40,10,66361.75,1414.94,93897757.13,5635098.56,84.91
sesame,20,10,-10,416645.1,476.82,198665370.24,21648560.38,51.96
sesame,50,-30,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,40,-20,50,202479.07,623.46,126237322.75,9871807.79,48.75
maize,-40,-40,0,292640.25,470.51,137689216.04,11535320.88,39.42
maize,0,-50,0,638421.2,271.19,173130938.76,21181361.8,33.18
cassava,30,10,50,35255.46,3292.31,116071792.81,1920715.08,54.48
maize,-40,-10,-20,74286.67,1359.21,100970991.27,8750399.51,117.79
sesame,-10,50,30,62343.86,1845.67,115066117.69,5294149.93,84.92
maize,-10,20,-40,69262.38,1485.12,102863021.34,13996927.16,202.09
groundnuts,50,-30,50,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,10,50,20,35164.98,2240.89,78800921.33,4268769.54,121.39
sorghum,0,0,40,333397.78,1929.89,643422552.73,18152157.58,54.45
sesame,-40,40,-20,58074.9,2008.36,116635336.92,6189166.58,106.57
groundnuts,10,50,-10,61995.41,2244.77,139165277.74,6824659.34,110.08
sorghum,-10,-10,-40,758502.64,1032.21,782934382.75,49673619.39,65.49
cassava,30,-50,20,1199733.05,124.45,149302485.7,3960110.63,3.3
groundnuts,30,20,-30,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,0,-10,30,589822.72,223.19,131642678.06,2536517.81,4.3
groundnuts,-20,-30,0,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-10,30,-40,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-10,10,50,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,-30,-30,50,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,20,50,-40,19903.93,6181.88,123043662.94,3125224.36,157.02
maize,30,20,0,88591.67,1202.45,106526752.45,9860578.21,111.3
maize,-50,0,-20,43509.81,1980.15,86155942.69,6500584.2,149.41
cassava,50,-10,30,603433.48,252.86,152584485.79,4341833.84,7.2
maize,10,-50,-40,717900.17,261.22,187528195.58,29601754.43,41.23
cassava,50,10,-40,78471.12,2001.18,157034819.59,6047782.08,77.07
sorghum,50,50,30,192304.67,3250.75,625133439.12,23911447.63,124.34
sesame,-30,0,-10,479106.79,385.53,184707774.87,14904832.14,31.11
sesame,-10,20,50,391656.8,465.87,182463008.76,15317427.14,39.11
cassava,10,-50,40,1199413.24,114.15,136907399.9,2897033.59,2.42
sesame,0,0,20,552861.24,340.69,188351983.67,15361820.98,27.79
maize,-40,-20,10,82835.23,1186.82,98310564.71,5625701.16,67.91
sorghum,10,-10,10,883973.65,890.55,787218503.45,46563232.54,52.67
cassava,-10,10,30,22022.53,4683.2,103135937.78,1273058.92,57.81
groundnuts,10,-10,-50,781880.05,266.92,208701304.9,20098301.22,25.71
groundnuts,-50,50,0,19782.12,5025.71,99419180.58,2119514.61,107.14
sesame,-50,50,20,27236.78,3224.96,87837570.33,2448981.97,89.91
maize,-40,40,40,66361.75,1414.94,93897757.13,5635098.56,84.91
sesame,-20,50,0,61943.03,1907.37,118148349.89,6239629.48,100.73
maize,20,40,-40,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,10,-10,-10,601288.54,253.73,152564915.21,4340213.79,7.22
sorghum,30,0,10,634968.6,1190.97,756226052.36,42602591.04,67.09
maize,-30,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,-30,-40,50,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,0,-10,-40,841389.2,943.84,794135926.08,51663749.79,61.4
sesame,50,50,-10,164520.43,1003.79,165144024.75,17073872.73,103.78
sesame,-40,-50,30,1270914.48,139.19,176902424.18,10676696.2,8.4
groundnuts,30,-20,20,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,40,-20,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-50,0,-50,56144.36,1733.2,97309438.05,14787305.59,263.38
groundnuts,40,10,0,224521.25,776.38,174313336.12,12163403.75,54.17
sorghum,0,-20,-20,1051772.8,767.18,806896398.99,50554161.54,48.07
sesame,10,-30,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,30,30,0,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,10,30,-10,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,0,-40,-10,455147.6,356.14,162094122.69,19532616.39,42.91
sesame,40,-50,10,1300032.69,192.37,250090827.92,35370106.35,27.21
groundnuts,-10,30,50,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,50,10,-20,489914.31,1414.04,692759441.37,25182123.74,51.4
sesame,-20,-10,-10,907778.74,235.79,214044577.78,21691454.4,23.9
sorghum,-40,-20,-10,866604.19,882.59,764857973.47,37960739.86,43.8
groundnuts,-20,-40,20,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,30,30,50,391656.8,465.87,182463008.76,15317427.14,39.11
cassava,-10,10,-20,29000.59,4012.0,116350372.9,2031817.22,70.06
groundnuts,30,-40,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,-50,-40,-10,1212078.24,664.91,805920764.73,46548971.08,38.4
sorghum,-10,0,-50,479852.85,1553.11,745262622.88,49127311.89,102.38
cassava,10,-30,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,-40,10,10,138076.61,968.73,133758365.05,6479111.13,46.92
cassava,30,30,10,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,50,-40,30,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,0,50,0,52119.89,2523.31,131514820.82,5550714.73,106.5
sorghum,-20,30,-10,161977.41,3805.1,616339638.65,26807038.03,165.5
sesame,-50,30,0,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,0,-40,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,30,-40,50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,50,-30,10,1215636.94,637.78,775314411.12,35914892.04,29.54
cassava,10,-10,10,595944.83,241.09,143678520.08,3485902.55,5.85
groundnuts,10,-40,0,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-20,50,50,7453.28,11737.96,87486339.87,823181.37,110.45
sorghum,-50,-10,-20,512011.31,1423.96,729081637.12,37130128.18,72.52
maize,30,-30,10,450924.04,338.96,152846245.7,14362128.26,31.85
sesame,-20,-20,0,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,-50,30,-20,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,50,-20,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,20,50,30,192304.67,3250.75,625133439.12,23911447.63,124.34
sesame,-30,-40,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,30,10,-50,264031.06,721.24,190429613.07,17216064.59,65.2
sesame,20,10,40,305078.26,554.05,169028834.26,12341841.94,40.45
sesame,0,10,0,306447.44,577.96,177114527.1,15135577.86,49.39
maize,-20,50,30,24176.94,2856.36,69058147.58,2744431.91,113.51
cassava,-20,-40,20,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,40,-40,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-30,10,-10,92741.3,1464.99,135864712.11,5185495.59,55.91
sesame,-20,-20,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,-40,-30,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,20,0,10,336299.43,513.59,172721683.79,10756409.34,31.98
sorghum,-40,10,0,489914.31,1414.04,692759441.37,25182123.74,51.4
sesame,-40,-40,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,40,30,-10,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,-20,-40,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,10,-20,0,173400.93,726.47,125969969.55,11797407.52,68.04
sesame,50,40,-50,258030.09,761.6,196515037.38,30917406.96,119.82
maize,20,50,-30,59527.85,1643.52,97835380.91,12158731.12,204.25
groundnuts,-30,-40,-50,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-10,-20,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,50,30,20,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,0,-50,30,1199374.39,113.0,135534808.16,2793816.98,2.33
cassava,30,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,-30,20,-50,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,10,-20,50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-30,0,-10,248083.27,2615.27,648805816.63,25596570.14,103.18
sorghum,0,30,-10,205298.08,3136.08,643830714.11,31094748.62,151.46
maize,30,-20,50,183899.81,665.05,122303251.98,8999348.87,48.94
sorghum,30,40,-40,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,50,40,20,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,30,50,50,13075.52,7830.85,102392427.05,1442768.36,110.34
sesame,50,40,30,162243.38,959.12,155611433.59,12232097.62,75.39
sesame,-10,0,-10,595079.6,340.06,202363581.4,19900088.84,33.44
groundnuts,40,20,30,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,40,30,-40,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,-10,-20,30,1040589.09,760.15,791002459.4,43960400.65,42.25
groundnuts,50,0,30,367763.09,477.79,175715281.01,11359128.73,30.89
maize,10,10,50,115566.46,945.38,109254546.64,7509549.49,64.98
sorghum,30,10,30,489914.31,1414.04,692759441.37,25182123.74,51.4
sorghum,10,-40,20,1218255.89,652.69,795146563.99,42365469.39,34.78
groundnuts,-10,-10,-40,725803.77,263.05,190919679.91,14399859.6,19.84
cassava,-50,-30,30,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-30,30,50,57655.01,8097.33,466851674.33,4820105.78,83.6
sesame,40,30,50,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,0,10,20,266953.3,618.02,164983800.33,11823705.5,44.29
cassava,50,0,40,114748.77,1204.9,138260381.03,3296159.23,28.73
groundnuts,0,30,-30,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,-10,0,-10,390870.11,1798.72,703064986.36,34365111.77,87.92
maize,-50,-10,50,34170.71,2100.12,71762511.15,2044320.1,59.83
sorghum,50,-20,-40,1174107.86,705.91,828816341.25,57968866.29,49.37
groundnuts,40,0,10,395583.81,461.85,182701166.74,13122317.08,33.17
groundnuts,20,-40,-10,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,20,-10,50,898207.85,221.55,198994013.13,16669989.7,18.56
sesame,20,-50,30,1283694.15,175.91,225817577.27,24319607.57,18.95
cassava,-30,50,40,5187.05,15326.58,79499677.71,590176.18,113.78
maize,30,-20,-10,250211.72,569.12,142400285.6,16980829.55,67.87
sesame,40,-50,-50,1349367.53,206.87,279147207.02,54395085.29,40.31
maize,40,-40,20,502839.33,324.84,163344226.93,18707188.34,37.2
cassava,-50,10,-10,14238.2,6629.12,94386677.31,954364.22,67.03
maize,0,-20,-40,222024.2,637.86,141620312.75,19861576.23,89.46
groundnuts,-30,-20,50,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,0,-50,-10,1312418.15,632.49,830090640.51,55134524.25,42.01
sesame,10,-30,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,0,50,-40,15488.88,7408.13,114743599.88,2438122.18,157.41
maize,0,0,0,74823.31379906103,1656.6890985915493,98915901.2546385,12887218.433023473,262.34077746478874
cassava,30,50,30,14091.13,7508.19,105798776.52,1651006.35,117.17
sorghum,-50,-10,-50,624783.94,1227.41,766866518.32,48926298.51,78.31
sorghum,-20,40,-30,226213.06,2750.79,622263732.55,18669116.98,82.53
groundnuts,50,20,30,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,-50,-40,10,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,0,20,50,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,-30,40,30,226213.06,2750.79,622263732.55,18669116.98,82.53
groundnuts,10,-40,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,30,-40,20,1236202.53,652.4,806504119.84,46360636.31,37.5
maize,50,-10,-40,230554.52,626.0,144326249.82,21811317.17,94.6
cassava,40,30,-20,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,50,50,0,21807.11,5593.26,121972840.1,2835248.23,130.01
groundnuts,-10,-50,50,1234973.37,129.17,159527608.97,7258317.81,5.88
sesame,40,20,-50,391656.8,465.87,182463008.76,15317427.14,39.11
sorghum,30,30,20,225110.92,2827.12,636416510.64,23536857.56,104.56
sorghum,-10,-20,-40,1063406.5,765.29,813813696.33,53569812.7,50.38
groundnuts,10,40,-10,73243.74,1955.03,143193871.79,7266534.39,99.21
cassava,20,40,-10,19855.53,5912.87,117403266.58,2424518.32,122.11
cassava,20,-10,-20,609270.16,266.93,162633955.38,5487919.1,9.01
maize,30,-30,30,450924.04,338.96,152846245.7,14362128.26,31.85
maize,-20,-40,30,310032.33,435.48,135013725.95,9951463.07,32.1
groundnuts,-40,-10,0,646000.35,230.27,148753189.13,5788330.79,8.96
groundnuts,-20,0,30,194776.07,729.64,142115791.54,5387479.52,27.66
cassava,-50,-20,40,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-50,-40,10,1282085.48,646.05,828286113.95,54937139.12,42.85
maize,-30,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,10,-30,-40,450924.04,338.96,152846245.7,14362128.26,31.85
maize,0,-50,-10,658360.43,268.97,177076238.23,23271792.36,35.35
groundnuts,10,40,50,58448.69,2214.02,129406586.6,4845986.04,82.91
groundnuts,-10,50,30,40218.21,2980.24,119859778.23,3907904.85,97.17
cassava,20,-50,-10,1200269.06,137.1,164557030.75,5632771.71,4.69
sorghum,-40,20,50,71327.95,6756.19,481905150.98,5277769.04,73.99
maize,20,20,20,71517.13,1365.89,97684772.97,6896728.65,96.43
groundnuts,-20,-20,40,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,20,10,30,161074.54,962.14,154976777.55,7956383.06,49.4
cassava,-30,20,-20,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,40,10,40,115566.46,945.38,109254546.64,7509549.49,64.98
cassava,-50,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,30,40,10,146482.23,1045.77,153187200.24,12259360.17,83.69
sorghum,40,30,40,218971.31,2842.96,622527431.11,19387354.66,88.54
sorghum,-40,0,10,634968.6,1190.97,756226052.36,42602591.04,67.09
sesame,30,-50,30,1286721.93,179.7,231221921.8,26468168.27,20.57
sesame,-30,-50,-30,1294401.51,193.98,251092828.76,35966487.73,27.79
groundnuts,0,-40,0,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,20,-40,-40,1305952.72,642.21,838691030.84,59564525.66,45.61
sesame,-10,-40,40,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,0,0,-10,100507.32,1098.3,110387489.38,10467924.76,104.15
cassava,-50,-20,30,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,30,-50,-10,1327958.24,628.83,835061588.25,57199283.65,43.07
cassava,-40,50,-20,6794.66,13167.63,89469616.65,967796.28,142.43
sorghum,-20,-40,-30,1275215.32,651.62,830953378.55,56388486.85,44.22
maize,20,-10,-40,194701.77,706.6,137576170.46,19987159.85,102.66
sesame,40,30,-20,391656.8,465.87,182463008.76,15317427.14,39.11
sorghum,-30,10,-50,489914.31,1414.04,692759441.37,25182123.74,51.4
maize,-30,20,-10,40341.45,2077.07,83791931.54,5844466.78,144.87
sesame,-30,40,20,55432.9,1976.87,109583401.42,4470997.27,80.66
sesame,50,20,30,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,10,10,-30,433722.6,476.97,206870513.35,25614755.69,59.06
groundnuts,30,30,50,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,40,50,-10,16821.33,6796.09,114319254.1,2282133.06,135.67
maize,-10,-50,-10,636308.82,274.12,174424973.17,22065080.17,34.68
cassava,-50,40,50,4547.4,16403.33,74592485.71,452393.78,99.48
sorghum,50,-50,-30,1354178.07,623.09,843771832.6,61035160.27,45.07
groundnuts,0,0,-50,370779.44,507.12,188028258.65,14930186.51,40.27
sorghum,-10,20,40,136068.57,4091.7,556751530.1,10827551.63,79.57
groundnuts,-20,-40,0,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-40,-30,30,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,-40,-10,20,53560.55,1604.24,85924038.69,3967646.63,74.08
sorghum,-20,10,-40,489914.31,1414.04,692759441.37,25182123.74,51.4
maize,20,20,0,79466.87,1295.04,102912549.46,9020486.84,113.51
maize,10,-50,-20,678452.24,266.51,180816429.57,25404015.23,37.44
sesame,20,-40,40,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,0,-30,-10,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,50,20,-10,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-10,-20,40,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,20,20,-10,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,-40,30,-10,391656.8,465.87,182463008.76,15317427.14,39.11
maize,-20,40,20,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-50,0,-10,36351.41,2832.67,102971531.4,1164657.39,32.04
sesame,30,-10,-30,1061001.15,238.33,252871746.35,39706920.11,37.42
sesame,20,30,-20,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-40,0,-50,586112.88,367.94,215653509.43,26193420.31,44.69
sesame,10,-10,-40,1048142.39,240.93,252526471.34,39680353.4,37.86
cassava,-10,30,30,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,-40,0,30,310316.74,471.97,146461290.96,6970676.64,22.46
groundnuts,-10,30,-10,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,10,-50,10,1238295.15,152.0,188222205.11,13134871.24,10.61
sorghum,30,50,40,145116.96,4004.09,581060837.83,15458891.05,106.53
cassava,-30,40,10,6901.4,12466.22,86034421.97,781121.82,113.18
sesame,20,-10,-50,1089366.73,239.19,260567452.99,44569445.1,40.91
maize,0,10,20,115566.46,945.38,109254546.64,7509549.49,64.98
groundnuts,40,-40,50,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,10,10,0,39777.01,3135.16,124707239.57,2557621.96,64.3
groundnuts,0,-10,-50,760957.58,266.89,203089729.07,18144466.64,23.84
groundnuts,-30,-50,-50,1238417.91,157.81,195430902.95,15062944.63,12.16
sesame,-30,10,50,133134.46,948.87,126326748.89,5141273.61,38.62
cassava,20,20,40,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-30,50,-40,83410.61,6758.06,563694100.1,38672452.49,463.64
cassava,20,-50,40,1199527.7,117.96,141493494.51,3262200.11,2.72
groundnuts,-30,30,-30,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,10,10,10,37682.8,3231.89,121786812.35,2333221.32,61.92
cassava,10,-20,40,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-20,-50,-50,1343964.72,627.23,842974241.68,60865342.28,45.29
sesame,-10,-10,10,894408.41,229.45,205224002.87,18643084.25,20.84
sorghum,-50,-20,-40,989450.34,811.96,803398538.96,50745685.57,51.29
sorghum,50,-40,10,1282085.48,646.05,828286113.95,54937139.12,42.85
sesame,20,20,50,391656.8,465.87,182463008.76,15317427.14,39.11
sorghum,20,-10,-40,876886.55,910.85,798708542.46,52539202.02,59.92
cassava,20,30,-10,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-30,30,0,84452.47,6314.68,533290729.09,12661357.44,149.92
cassava,10,50,40,12021.31,8367.59,100589428.81,1366038.01,113.63
maize,50,0,-30,170580.91,774.58,132127983.14,18192841.25,106.65
sorghum,20,-10,30,816862.13,938.23,766408158.22,39828303.64,48.76
groundnuts,20,20,0,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,10,50,30,53223.42,2441.76,129959054.98,5162415.25,97.0
cassava,-40,50,-40,7650.57,12317.56,94236305.53,1209561.23,158.1
sesame,20,-50,10,1291346.57,186.8,241222278.7,30905404.91,23.93
cassava,20,-30,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,-30,40,50,47510.36,2133.62,101368855.05,3333146.63,70.16
sesame,-40,0,10,354405.83,447.33,158537247.46,9051233.41,25.54
maize,40,-50,-10,734133.33,252.76,185559014.17,27407174.18,37.33
groundnuts,10,-20,20,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-30,30,-40,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-10,-20,40,805511.43,861.96,694316183.09,20529329.66,25.49
cassava,-40,-10,-40,591046.16,232.86,137633700.25,2981317.16,5.04
sesame,40,30,-10,391656.8,465.87,182463008.76,15317427.14,39.11
maize,50,10,50,115566.46,945.38,109254546.64,7509549.49,64.98
groundnuts,30,20,40,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,-20,-10,30,657065.11,233.96,153723962.84,6512608.11,9.91
cassava,-10,0,0,63401.14,1889.37,119788070.21,1994223.5,31.45
sesame,20,0,0,700147.65,306.76,214776271.54,23852656.33,34.07
sesame,-50,20,20,391656.8,465.87,182463008.76,15317427.14,39.11
cassava,10,40,30,14661.61,7147.43,104792889.55,1546953.3,105.51
maize,-30,10,-40,115566.46,945.38,109254546.64,7509549.49,64.98
groundnuts,50,20,-10,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,50,-40,30,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,-20,50,30,52281.37,2074.36,108450381.56,4446697.85,85.05
groundnuts,-50,40,30,20769.48,4670.31,96999867.19,1824669.43,87.85
cassava,20,20,50,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,-10,20,50,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,30,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
sorghum,-40,40,-20,226213.06,2750.79,622263732.55,18669116.98,82.53
sorghum,-50,10,-10,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,10,-50,50,1236269.81,139.04,171893621.56,9471039.55,7.66
cassava,-20,0,-10,67455.48,1826.77,123225890.42,2216569.23,32.86
maize,50,-20,0,258379.12,551.42,142476109.69,16291157.57,63.05
sorghum,20,20,30,326270.42,2078.81,678254924.15,29320492.76,89.87
maize,-30,50,-30,29221.63,2682.87,78397811.33,8153467.29,279.02
groundnuts,-30,-10,-30,678295.3,251.78,170779710.12,9546891.42,14.07
cassava,10,-30,-30,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,-50,30,20,183685.91,866.16,159101768.44,8625773.48,46.96
maize,40,-10,20,171386.88,730.71,125234183.29,11495713.76,67.07
sesame,-50,-20,20,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,0,30,0,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,50,-10,-30,630681.84,288.01,181645043.44,8263985.89,13.1
groundnuts,-10,-30,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-50,10,-40,115566.46,945.38,109254546.64,7509549.49,64.98
cassava,20,30,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,-40,10,50,115566.46,945.38,109254546.64,7509549.49,64.98
sorghum,-20,-30,-40,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,50,10,20,457028.93,433.16,197968654.21,20291002.75,44.4
groundnuts,50,50,30,74440.44,1923.04,143151762.88,7198248.73,96.7
sesame,-20,20,20,391656.8,465.87,182463008.76,15317427.14,39.11
maize,50,30,-50,105116.09,1118.98,117622714.96,19434850.9,184.89
cassava,-40,-50,50,1198949.85,88.34,105920053.22,1153151.27,0.96
cassava,50,-50,-20,1201565.9,154.32,185427697.19,8707090.03,7.25
cassava,-50,0,-40,45656.68,2498.26,114062368.47,1708141.2,37.41
maize,20,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,50,0,-10,147868.11,1054.46,155921664.78,5169472.18,34.96
cassava,20,-40,10,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,-50,-50,-30,1281650.01,183.12,234701840.47,27976425.62,21.83
sesame,50,-50,10,1304566.35,194.5,253744657.74,37370799.81,28.65
sorghum,-30,-10,30,816862.13,938.23,766408158.22,39828303.64,48.76
maize,30,-30,40,450924.04,338.96,152846245.7,14362128.26,31.85
maize,10,-30,-30,450924.04,338.96,152846245.7,14362128.26,31.85
sorghum,-50,20,-10,121229.8,4780.49,579538050.52,19959113.56,164.64
maize,-20,10,-30,115566.46,945.38,109254546.64,7509549.49,64.98
maize,-20,0,-30,86686.7,1246.78,108079551.3,12269426.39,141.54
groundnuts,20,-50,-50,1253198.11,184.31,230975343.29,28098119.89,22.42
